epoch,train_loss,val_loss,train_acc,val_acc
0,1.1434117406020952,0.9182391833700043,0.5618845229662347,0.6458692149563865
1,0.8125421888951929,0.8343852488002722,0.6996263733211107,0.6934274126340352
2,0.7282740078063544,0.7177405619668963,0.7319749434004195,0.7334296349797211
3,0.6808645194883401,0.641542289281257,0.7505312721363391,0.760708928273793
4,0.6353679117859126,0.6527985458505094,0.7667541703126519,0.7625423634646369
5,0.5983780843898463,0.569356893702387,0.7784491020459186,0.7918217678759931
6,0.5718390090960955,0.6078239943515699,0.7890467658374655,0.7777654314128563
7,0.5558113280137434,0.6134351284548295,0.7948108948983985,0.7748208233790767
8,0.5419111321729726,0.6906400368704625,0.7997138769670958,0.7474859714428579
9,0.5267735111153061,0.5742911775324531,0.8050752114671444,0.7873215178621035
10,0.5176184831777327,0.5433266177683236,0.8091448254788394,0.8039335518639924
11,0.5054789069140293,0.5167645549916898,0.8128116449296499,0.8099338852158453
12,0.4972652772754405,0.6234859300590938,0.8155339805825242,0.7833768542696816
13,0.48870443700421806,0.5834038045572548,0.818145200494465,0.787432635146397
14,0.4926375957388775,0.5792489576782808,0.8209092045501896,0.7895438635479749
15,0.47970334193982367,0.5197605646762148,0.8232981929802631,0.8121562309017167
16,0.47731652767789606,0.509611619020985,0.8248954817561843,0.8156564253569643
17,0.47061598546275124,0.5515852292930393,0.8253677236551523,0.8037113172954053
18,0.4689903891542366,0.5557814325781933,0.8278678278261594,0.7954330796155342
19,0.46313167736127,0.6015315489693743,0.8297429059544148,0.7849880548919385
