epoch,train_loss,val_loss,train_acc,val_acc
0,0.7245471372684856,0.4796679343489486,0.7303776546244982,0.8197122062336797
1,0.38149874784950205,0.3941866204070027,0.8635637596010945,0.8617145396966498
2,0.24369899044345,0.44717106829389025,0.916357626012195,0.8602700150008333
3,0.14983253316689218,0.558450733494677,0.951303526535828,0.8412134007444858
4,0.0972285957158332,0.5940252609299022,0.968554245315777,0.8597699872215123
5,0.0769375391635259,0.7944653713620453,0.9764295734544495,0.8407133729651647
6,0.06773905634415067,0.7501505948139426,0.9796519299415254,0.8404355797544308
7,0.06602783118423788,0.8054575235857886,0.9820548078392155,0.8556030890605034
8,0.05484384158114489,0.8928839568147267,0.9841243385141047,0.8408244902494583
9,0.04895474911523278,0.9965518908875495,0.9866244426851118,0.8469914995277515
10,0.057838915824889474,1.10178819564779,0.9851660485853577,0.8460470026112562
11,0.048725158550103384,0.9538336806779761,0.9883189577343501,0.8563253514084116
12,0.04416036301905179,0.9547719383119964,0.9884717418781338,0.8557142063447969
13,0.03768573813292427,1.1418373526255203,0.9908885092434407,0.846602589032724
14,0.04176999647060931,1.0119326112073233,0.9898745781074212,0.8437135396410912
15,0.046600191395582025,1.0949513424777346,0.9894995624817701,0.8516584254680816
16,0.03961386138580557,1.4782683456007277,0.9908051724377405,0.8247124840268903
17,0.03994149809440775,0.9321702733505598,0.9907218356320402,0.8571587310406134
18,0.03932416038690768,1.1803775584945755,0.9920830034584774,0.846602589032724
19,0.034744734576299,1.0442370804416286,0.992388571746045,0.8473248513806323
