epoch,train_loss,val_loss,train_acc,val_acc
0,0.7117515224832778,0.46199568534320945,0.7366695834548662,0.8405466970387244
1,0.3588457363480436,0.49567890915854307,0.8758559384418796,0.8251013945219179
2,0.23284995788169804,0.4621473176843802,0.9226078864397128,0.8503250180565587
3,0.15488031947673428,0.521399892093663,0.9538591885773019,0.8648813822990166
4,0.1086632972811667,0.6409668639180083,0.9670680722807895,0.8586588143785766
5,0.09409090981358464,0.6513234125923024,0.9722349542342043,0.8602144563586865
6,0.09389611834187979,0.7873189708891001,0.9744711585204939,0.8472692927384855
7,0.06746123932966686,1.1587994087293958,0.9813186660555301,0.8334351908439358
8,0.07168919678195683,0.8629224153708989,0.9815408975373974,0.8418801044502472
9,0.06193407513943478,0.9282548573724091,0.9846243593483062,0.8547141507861548
10,0.056094683348103525,1.0130712914089401,0.985624401016709,0.8499361075615312
11,0.06242138379852037,0.9377778827421778,0.9855410642110088,0.8447691538418801
12,0.051223163143769616,0.9932173661739948,0.9873050265983305,0.8487693760764486
13,0.06985195256586753,1.083639825840011,0.9865688848146451,0.8420467803766876
14,0.05737065409093493,0.890984995951451,0.9873883634040307,0.854158564364687
15,0.07717363018431433,1.097821391021582,0.9879856105115491,0.8476026445913661
16,0.05595636626596651,1.2548088416631766,0.988180063058183,0.8437135396410912
17,0.04589912863113266,1.1537253994094283,0.9902773726683056,0.8498805489193844
18,0.05044396478196351,1.0341538120133713,0.9890689889856522,0.8376576476470915
19,0.056120239546074764,2.002247971526692,0.9897495728988708,0.7890438357686538
